Filename, Energy, Contrast, Homogenity, IDM, Entropy, Mean1, Cluster Shade, Cluster Prominence, Shapes Detected, Circle, Triangle, Rectangle, Irregular Small, Irregular Large, Circle Area, Triangle Area, Rectangle Area, Irreg. S. Area, Irreg. L Area,Disease
20180707-IMG_1545__1,0.626405,23.114386,0.916896,0.080475,0.739007,8.425551,167500.3438,17932944,75,12,0,1,45,17,0,inf,41277,2582.56665,33956.41016,Maydis Leaf Blight
20180707-IMG_1545__2,0.339881,27.312632,0.869484,0.14427,1.275028,13.952291,203562.9063,19507184,79,4,0,1,70,4,0,inf,9406.5,2126.49292,37624.75,Maydis Leaf Blight
20180707-IMG_1545__3,0.668451,18.310724,0.91672,0.071056,0.667278,5.749474,79127.78906,7178686.5,107,13,0,0,78,16,0,#NAME?,inf,2356.653809,25699.03125,Maydis Leaf Blight
20180707-IMG_1546__0,0.477797,23.846359,0.88287,0.114241,1.017838,7.901814,83807.53906,6916408.5,138,1,3,0,123,11,7576,0,inf,1452.630127,21537.13672,Maydis Leaf Blight
20180707-IMG_1546__1,0.820657,4.326056,0.963853,0.032681,0.346656,1.906813,10494.16699,597199.625,81,9,0,0,66,6,0,#NAME?,inf,1301.257568,27111.75,Maydis Leaf Blight
20180707-IMG_1546__2,0.426464,3.980797,0.891247,0.125122,0.976579,3.86168,6504.712891,213549.8906,84,1,0,0,81,2,0,#NAME?,inf,1253.475342,22381.5,Maydis Leaf Blight
20180707-IMG_1546__3,0.320552,26.356672,0.857423,0.150921,1.357307,12.606905,179116.1094,17774072,79,10,0,0,59,10,0,#NAME?,inf,2471.915283,20699,Maydis Leaf Blight
20180707-IMG_1547__0,0.772751,20.429216,0.938514,0.046178,0.453711,4.515858,87050.32813,8966960,228,35,0,0,187,6,0,#NAME?,inf,1680.780762,16679.08398,Maydis Leaf Blight
20180707-IMG_1547__1,0.898793,5.929095,0.968543,0.018785,0.215467,1.075032,8416.34375,565640.125,183,33,0,1,149,0,0,inf,42219.5,1132.530151,#NAME?,Maydis Leaf Blight
20180707-IMG_1547__2,0.78678,25.131651,0.936379,0.043383,0.428749,4.236917,89883.34375,9689925,245,26,0,1,216,2,0,inf,36422.5,1731.076416,14328.25,Maydis Leaf Blight
20180707-IMG_1547__3,0.821945,18.000147,0.946536,0.034946,0.362776,3.153942,57372.34375,5752280.5,243,37,0,0,204,2,0,#NAME?,inf,1444.960815,11986.75,Maydis Leaf Blight
20180707-IMG_1548__0,0.353175,14.521607,0.885896,0.130676,1.133945,10.595084,81276.42969,5599288,95,0,0,1,84,10,#NAME?,inf,0,1977.708374,23170.59961,Maydis Leaf Blight
20180707-IMG_1548__1,0.702221,18.311308,0.928832,0.060057,0.569436,5.505843,77261.5625,6815106,157,11,0,1,138,7,0,inf,15624.5,1861.090576,13931.64258,Maydis Leaf Blight
20180707-IMG_1548__2,0.690097,15.518352,0.930764,0.062545,0.59159,5.494126,70377.00781,6028461,128,10,1,2,108,7,127.150002,5702,9519.25,2081.402832,21595.21484,Maydis Leaf Blight
20180707-IMG_1548__3,0.786382,17.552795,0.944382,0.042777,0.41715,4.245494,75661.75781,7424863,155,15,0,0,132,8,0,#NAME?,inf,2138.496094,20642.4375,Maydis Leaf Blight
20180707-IMG_1549__0,0.975431,1.250636,0.993783,0.004695,0.055501,0.303438,2635.136719,180576.8438,42,7,0,1,34,0,0,inf,9284,1082.338257,#NAME?,Gray Leaf Spot
20180707-IMG_1549__1,0.96486,1.545953,0.991678,0.006747,0.077035,0.441324,3618.519775,243045.2188,41,8,0,1,32,0,0,inf,12338.5,1581.09375,#NAME?,Gray Leaf Spot
20180707-IMG_1549__2,0.964645,1.770901,0.991147,0.006902,0.077208,0.450744,3954.96875,272873.625,41,4,0,1,36,0,0,inf,3658.5,1928.527832,#NAME?,Gray Leaf Spot
20180707-IMG_1549__3,0.928347,3.018653,0.984042,0.013625,0.147521,0.986893,8925.436523,630694.75,56,7,0,0,47,2,0,#NAME?,inf,2282.265869,12375.5,Gray Leaf Spot
20180707-IMG_1550__0,0.944864,4.978697,0.984964,0.010954,0.122912,0.977654,17966.69531,1816288.75,56,11,0,1,43,1,0,inf,24465,1821.941895,10745.5,Gray Leaf Spot
20180707-IMG_1550__1,0.836531,21.838303,0.955013,0.033136,0.323382,3.500712,84094.76563,9535505,160,11,0,0,144,5,0,#NAME?,inf,1794.746582,14332.59961,Gray Leaf Spot
20180707-IMG_1550__2,0.938465,8.243023,0.982118,0.01212,0.138548,1.242905,30811.57422,3620343.25,75,6,0,0,68,1,0,#NAME?,inf,1720.492676,14089.5,Gray Leaf Spot
20180707-IMG_1550__3,0.967687,2.822384,0.990724,0.006659,0.074511,0.51122,7883.034668,727223.25,47,5,0,1,41,0,0,inf,5291,1411.914673,#NAME?,Gray Leaf Spot
20180707-IMG_1552__0,0.436033,13.452867,0.901637,0.112019,0.980587,9.512129,79601.16406,5497928.5,83,5,1,1,68,8,1227.800049,9281,7431,1960.75,29442,Maydis Leaf Blight
20180707-IMG_1552__1,0.830258,2.938903,0.955344,0.034024,0.296891,1.093542,2835.143311,106421.5391,116,0,0,1,110,5,#NAME?,inf,0,1002.204529,40941.10156,Maydis Leaf Blight
20180707-IMG_1552__2,0.157552,30.741928,0.823959,0.213359,1.686384,21.675455,357662.0625,36545096,53,0,0,1,48,4,#NAME?,inf,0,1165.885376,24575.875,Maydis Leaf Blight
20180707-IMG_1552__3,0.838363,28.566,0.956451,0.026973,0.288059,4.206258,157354.1875,21879656,46,0,0,0,42,4,#NAME?,#NAME?,#NAME?,1182.202393,54373.625,Maydis Leaf Blight
20180707-IMG_1553__0,0.460366,6.922602,0.903814,0.099076,0.854888,6.265425,24337.24805,1105765.75,50,1,0,0,45,4,0,#NAME?,inf,1203.599976,18205.625,Maydis Leaf Blight
20180707-IMG_1553__1,0.273872,6.861742,0.86841,0.168041,1.239787,9.149368,34145.36328,1570464.75,47,1,1,1,37,7,498753,3624,3607,1364.135132,25375.78516,Maydis Leaf Blight
20180707-IMG_1553__2,0.574658,7.978531,0.912347,0.076527,0.681537,4.900382,22262.05859,1086005.25,64,0,0,2,54,8,#NAME?,inf,0,1258.981445,32911.125,Maydis Leaf Blight
20180707-IMG_1553__3,0.470723,8.697168,0.895827,0.099027,0.846364,6.444522,28031.20313,1341277.625,46,0,0,2,39,5,#NAME?,inf,0,1138.935913,35853.69922,Maydis Leaf Blight
20180707-IMG_1554__0,0.814066,36.851139,0.94422,0.033469,0.331885,4.535406,168771.6875,23481304,104,1,0,0,92,11,0,#NAME?,inf,1750.565186,25368.31836,Maydis Leaf Blight
20180707-IMG_1554__1,0.949825,9.259232,0.985594,0.008611,0.101335,1.181637,43945.64844,6108938.5,26,0,0,0,21,5,#NAME?,#NAME?,#NAME?,2313.476074,13667.79981,Maydis Leaf Blight
20180707-IMG_1554__2,0.738586,3.152371,0.9583,0.038142,0.416147,2.564964,9155.583984,396562.3125,53,3,1,0,42,7,204.166672,0,inf,1612.226196,34074.14453,Maydis Leaf Blight
20180707-IMG_1554__3,0.900097,17.703722,0.973053,0.016482,0.18853,2.60042,99326.10938,13948571,22,0,0,0,17,5,#NAME?,#NAME?,#NAME?,2605.470703,29302.09961,Maydis Leaf Blight
20180707-IMG_1556__0,0.675319,33.232445,0.917067,0.068498,0.617408,7.483547,164769.4063,17925354,190,20,0,1,152,17,0,inf,54001.5,2474.641357,14518.29395,Maydis Leaf Blight
20180707-IMG_1556__1,0.852455,11.809149,0.962543,0.02887,0.287955,2.632165,41891.79297,3859958.75,182,28,0,1,152,1,0,inf,45669,1650.177612,14845,Maydis Leaf Blight
20180707-IMG_1556__2,0.630858,35.152393,0.907542,0.07952,0.711428,9.162,216532.5313,24548008,135,10,0,1,102,22,0,inf,32861,2338.941162,22867.75,Maydis Leaf Blight
20180707-IMG_1556__3,0.729575,19.821459,0.933941,0.054923,0.524839,5.367475,90193.16406,8687070,159,21,1,0,127,10,14.738095,0,inf,2344.956787,30207.80078,Maydis Leaf Blight
20180707-IMG_1557__0,0.402111,43.886814,0.838002,0.131461,1.212773,10.310193,165598.8906,17288134,117,1,1,0,108,7,413326,0,inf,1139.509277,34547.35547,Maydis Leaf Blight
20180707-IMG_1557__1,0.531845,17.189928,0.885227,0.100753,0.896714,5.874301,42930.42188,2996482.25,130,8,0,0,112,10,0,#NAME?,inf,1437.669678,24241.44922,Maydis Leaf Blight
20180707-IMG_1557__2,0.320835,59.623711,0.804039,0.155683,1.390493,14.935669,289285.4688,31695878,87,3,0,0,80,4,0,#NAME?,inf,863.03125,24936.75,Maydis Leaf Blight
20180707-IMG_1557__3,0.604865,17.015615,0.902402,0.083897,0.753088,5.624831,49395.07422,3588478.25,128,4,0,0,114,10,0,#NAME?,inf,1810.513184,29935.69922,Maydis Leaf Blight
20180707-IMG_1558__0,0.938623,3.101283,0.985709,0.011459,0.129163,0.867994,8949.09668,671525.25,68,11,0,1,56,0,0,inf,16469,1911.767822,#NAME?,Maydis Leaf Blight
20180707-IMG_1558__1,0.756067,17.721272,0.94315,0.049316,0.486297,5.063871,97316.32031,10114350,126,21,0,1,86,18,0,inf,38477.5,2352.825684,15087.86133,Maydis Leaf Blight
20180707-IMG_1558__2,0.320231,163.466034,0.78093,0.139277,1.1479,22.74165,880758.5,124932000,57,3,0,1,52,1,0,inf,4360,767.951904,19437.5,Maydis Leaf Blight
20180707-IMG_1558__3,0.802282,9.50101,0.960376,0.035877,0.381714,3.314248,41787.00781,3534788.75,90,12,0,1,71,6,0,inf,32824,2521.774658,18676.91602,Maydis Leaf Blight
20180707-IMG_1559__0,0.823845,3.113212,0.967589,0.028287,0.334157,1.438971,5207.633301,252080.6875,60,10,0,0,45,5,0,#NAME?,inf,2074.955566,30176,Maydis Leaf Blight
20180707-IMG_1559__1,0.712682,2.71623,0.956824,0.04609,0.497766,2.403813,7073.285156,295581.6563,54,12,0,0,33,9,0,#NAME?,inf,2276.197021,16262.88867,Maydis Leaf Blight
20180707-IMG_1559__2,0.907073,1.892838,0.981499,0.015634,0.183914,0.880295,3948.044189,199112.3906,53,9,0,2,40,2,0,inf,7327.25,1366.800049,35366.25,Maydis Leaf Blight
20180707-IMG_1559__3,0.716534,88.93927,0.901102,0.055581,0.49673,6.014915,222950.125,31376948,93,9,0,1,66,17,0,inf,31551.5,1990.174194,35370.08984,Maydis Leaf Blight
20180707-IMG_1560__0,0.70048,2.754317,0.957506,0.04815,0.511984,2.388485,6439.768066,263918,46,3,1,0,39,3,49440.66797,0,inf,1382.435913,45788.66797,Maydis Leaf Blight
20180707-IMG_1560__1,0.87506,6.031201,0.970553,0.02401,0.254627,1.834689,19829.58203,1547877.75,87,10,0,2,72,3,0,inf,7484.75,1917.527832,27366.33398,Maydis Leaf Blight
20180707-IMG_1560__2,0.839906,2.610735,0.972104,0.026386,0.290745,1.530798,6097.965332,288444.0625,74,8,0,0,63,3,0,#NAME?,inf,1375.896851,27580.33398,Maydis Leaf Blight
20180707-IMG_1560__3,0.668155,1.49685,0.968887,0.040007,0.487997,3.093679,8203.339844,309205.0313,60,3,0,0,55,2,0,#NAME?,inf,1413.300049,35126.75,Maydis Leaf Blight
20180707-IMG_1561__0,0.966177,1.775673,0.989536,0.006461,0.081168,0.357134,2727.113525,185420.1406,37,7,0,1,29,0,0,inf,10597,1875.241333,#NAME?,Gray Leaf Spot
20180707-IMG_1561__1,0.891868,6.380225,0.972683,0.021276,0.224479,1.754271,23756.78906,2057397.875,85,6,0,1,75,3,0,inf,8584,2311.713379,13904,Gray Leaf Spot
20180707-IMG_1561__2,0.922321,5.303433,0.976645,0.015265,0.175249,1.112839,13780.60645,1177402.625,70,11,0,1,58,0,0,inf,23379.5,2442.905273,#NAME?,Gray Leaf Spot
20180707-IMG_1561__3,0.912015,6.432123,0.973598,0.017252,0.196684,1.336523,18487.00586,1660412.25,77,8,0,1,67,1,0,inf,14881,2490.85083,10605.5,Gray Leaf Spot
20180707-IMG_1562__0,0.764785,12.312362,0.930339,0.047942,0.47955,2.458252,18472.44336,1265468.625,135,12,0,0,115,8,0,#NAME?,inf,1275.613037,20130.125,Maydis Leaf Blight
20180707-IMG_1562__1,0.693525,100.278389,0.885653,0.063724,0.525352,5.426685,193216.2344,26907698,117,3,0,0,104,10,0,#NAME?,inf,1018.019226,26392.59961,Maydis Leaf Blight
20180707-IMG_1562__2,0.145485,99.200241,0.745886,0.221465,1.963955,42.25169,2191081.25,371023008,70,0,0,0,67,3,#NAME?,#NAME?,#NAME?,1076.679077,27529.83398,Maydis Leaf Blight
20180707-IMG_1562__3,0.468123,23.215408,0.854229,0.119186,1.047817,6.917516,55929.55859,4033558.75,166,10,2,1,140,13,526.5,3371,10535.5,1161.467896,30591.26953,Maydis Leaf Blight
20180707-IMG_1563__0,0.465942,8.617092,0.893071,0.112233,0.979152,5.094365,21142.83398,1127927.5,107,2,0,3,87,15,0,inf,595.833313,1506.126465,33576.46484,Maydis Leaf Blight
20180707-IMG_1563__1,0.408704,8.851885,0.858211,0.132822,1.087272,4.431746,11138.4375,461454.1875,125,1,1,0,110,13,1609.5,0,inf,1583.340942,26675.26953,Maydis Leaf Blight
20180707-IMG_1563__2,0.748082,4.585437,0.948764,0.049101,0.473227,2.238541,9054.545898,461518.7813,68,5,0,0,57,6,0,#NAME?,inf,1547.061401,21026,Maydis Leaf Blight
20180707-IMG_1563__3,0.623832,4.298195,0.931253,0.071828,0.648381,2.859282,6985.424805,278012.875,91,3,0,2,78,8,0,inf,1632.25,1893.237183,34810.25,Maydis Leaf Blight
20180707-IMG_1564__0,0.821824,8.827566,0.957274,0.035289,0.362768,2.840881,37371.27734,3269615.75,90,18,0,1,66,5,0,inf,21411,2835.242432,17625.5,Maydis Leaf Blight
20180707-IMG_1564__1,0.808072,9.476862,0.953501,0.037411,0.389889,3.004923,38558.91016,3315419.25,78,9,1,1,56,11,1023.944458,3048,18149.5,2290.982178,26891.5,Maydis Leaf Blight
20180707-IMG_1564__2,0.938349,3.103028,0.983813,0.012315,0.134138,0.794671,7157.988281,513331.1563,69,10,0,1,58,0,0,inf,17512,1977.974121,#NAME?,Maydis Leaf Blight
20180707-IMG_1564__3,0.837187,8.842678,0.964531,0.030103,0.32533,2.881087,44585.65234,4194941,77,10,0,1,58,8,0,inf,21249,1807.137939,29048.375,Maydis Leaf Blight
20180707-IMG_1565__0,0.889653,11.764024,0.970355,0.020908,0.231508,2.288877,51065.64453,5615113,93,12,0,1,78,2,0,inf,20926,1933.025635,16975,Gray Leaf Spot
20180707-IMG_1565__1,0.856997,13.635326,0.960925,0.028204,0.288974,2.755728,53181.87109,5440612,141,16,0,1,121,3,0,inf,30551,1948.582642,13090.66699,Gray Leaf Spot
20180707-IMG_1565__2,0.96916,3.118697,0.990256,0.005789,0.072129,0.43432,6286.965332,564392.125,73,7,0,0,66,0,0,#NAME?,inf,806.712097,#NAME?,Gray Leaf Spot
20180707-IMG_1565__3,0.932168,6.254832,0.9825,0.012993,0.14478,1.277927,24967.38867,2566296.75,81,10,0,0,69,2,0,#NAME?,inf,1558.166626,13477.5,Gray Leaf Spot
20180707-IMG_1566__0,0.818657,2.905967,0.958021,0.038303,0.337871,1.334227,3482.737061,137258.4219,85,1,0,0,72,12,0,#NAME?,inf,1479.847168,20713.625,Maydis Leaf Blight
20180707-IMG_1566__1,0.844486,4.575167,0.957266,0.031381,0.299855,1.290377,5494.992188,272322.8438,105,4,0,0,92,9,0,#NAME?,inf,1622.038086,19364.16602,Maydis Leaf Blight
20180707-IMG_1566__2,0.3707,167.928223,0.779871,0.131039,1.076449,18.879465,701115.8125,97683392,88,0,1,1,76,10,inf,120436,0,1409.743408,30312.75,Maydis Leaf Blight
20180707-IMG_1566__3,0.302725,62.173573,0.814086,0.172782,1.408831,20.908943,550485.8125,66903252,170,12,0,1,141,16,0,inf,30886,1453.02478,25356.84375,Maydis Leaf Blight
20180707-IMG_1567__0,0.501501,20.482065,0.864357,0.102784,0.985366,5.133447,31575.74219,2065123.75,191,19,0,1,157,14,0,inf,31401,1939.853516,31958.07227,Maydis Leaf Blight
20180707-IMG_1567__1,0.745269,23.405918,0.923696,0.049165,0.543513,3.97533,60699.18359,5952861.5,109,6,0,1,94,8,0,inf,8941.5,2486.090332,17652.375,Maydis Leaf Blight
20180707-IMG_1567__2,0.38635,43.188152,0.827372,0.132326,1.30075,10.85027,175137.9688,18466082,115,12,1,0,87,15,85119.75,0,inf,2248.724121,30117.73242,Maydis Leaf Blight
20180707-IMG_1567__3,0.44871,15.095053,0.874786,0.110045,1.045116,5.375235,26291.79492,1548722.875,157,16,0,1,123,17,0,inf,28645.5,1953.479614,22289.26563,Maydis Leaf Blight
20180707-IMG_1568__0,0.528456,38.136612,0.874375,0.100643,0.971905,9.958745,186008,20007086,111,17,0,1,66,27,0,inf,34155,2429.530273,28372.14844,Maydis Leaf Blight
20180707-IMG_1568__1,0.688228,4.840956,0.947904,0.051428,0.551702,3.037799,11818.55664,564226.25,76,8,0,0,55,13,0,#NAME?,inf,1430.490967,26071,Maydis Leaf Blight
20180707-IMG_1568__2,0.625066,33.823643,0.903804,0.077531,0.759666,8.401933,179509.3594,20115816,123,15,0,0,89,19,0,#NAME?,inf,2339.522461,32954.18359,Maydis Leaf Blight
20180707-IMG_1568__3,0.751441,6.07084,0.948935,0.044848,0.455639,2.633688,12789.13867,672624.5,111,4,0,2,94,11,0,inf,1513.5,2144.031982,24094.68164,Maydis Leaf Blight
20180707-IMG_1570__0,0.685965,13.644512,0.946378,0.053276,0.535143,6.304316,89538.39844,7714378.5,93,12,0,1,69,11,0,inf,23420,3063.869629,29432.4082,Maydis Leaf Blight
20180707-IMG_1570__1,0.274463,55.141319,0.852673,0.170539,1.362142,24.716848,679476.3125,82617304,116,8,0,1,96,11,0,inf,14535,1335.557251,29023.81836,Maydis Leaf Blight
20180707-IMG_1570__2,0.819731,11.026996,0.960016,0.035308,0.34329,3.36396,51368.71875,4641859,125,23,0,1,96,5,0,inf,44227.5,2324.46875,18289.19922,Maydis Leaf Blight
20180707-IMG_1570__3,0.642784,31.967329,0.91903,0.075394,0.659477,9.211181,228350.5781,26167288,129,9,0,1,96,23,0,inf,26743,2184.203125,24715.60938,Maydis Leaf Blight
20180707-IMG_1571__0,0.500865,17.840378,0.893784,0.109289,0.918991,8.645811,85256.875,6361166.5,100,9,0,0,70,21,0,#NAME?,inf,2608.607178,30713.4043,Maydis Leaf Blight
20180707-IMG_1571__1,0.543622,132.09169,0.838248,0.093123,0.786482,11.429231,424386.6563,59363640,58,0,1,0,51,6,inf,0,#NAME?,1237.480347,33280.41797,Maydis Leaf Blight
20180707-IMG_1571__2,0.46346,179.20108,0.796208,0.115174,0.930772,13.639905,506320.625,71019120,68,0,0,1,61,6,#NAME?,inf,0,970.786865,20601.41602,Maydis Leaf Blight
20180707-IMG_1571__3,0.310901,76.580002,0.793748,0.174884,1.389915,19.451576,462681.2813,53145100,183,5,0,0,166,12,0,#NAME?,inf,1326.373535,25891.20898,Maydis Leaf Blight
20180707-IMG_1573__0,0.777704,11.231468,0.952716,0.04108,0.423885,3.992795,55201.33984,4786838.5,87,12,0,1,60,14,0,inf,20676.5,2731.06665,20869.46484,Maydis Leaf Blight
20180707-IMG_1573__1,0.746567,12.140266,0.943059,0.049856,0.497117,4.075922,48384.45703,3980379.25,119,19,0,1,89,10,0,inf,35271,2811.98877,28141.55078,Maydis Leaf Blight
20180707-IMG_1573__2,0.930603,2.046896,0.982422,0.013495,0.14412,0.657746,3475.884521,189336.4531,79,7,0,1,70,1,0,inf,13722,1607.471436,13334.5,Maydis Leaf Blight
20180707-IMG_1573__3,0.691657,14.819502,0.929163,0.06177,0.585896,4.938518,53069.96484,4118223.25,155,16,0,3,124,12,0,inf,7605.5,1988.572632,19847.91602,Maydis Leaf Blight
20180707-IMG_1574__0,0.799964,8.011579,0.947719,0.040066,0.402712,2.17412,14368.5957,903164.375,141,9,0,1,131,0,0,inf,10817.5,1199.832031,#NAME?,Maydis Leaf Blight
20180707-IMG_1574__1,0.569437,103.537956,0.846735,0.084165,0.978873,11.959428,519672.4375,86021352,125,14,0,1,103,7,0,inf,31418,2288.665039,21185.85742,Maydis Leaf Blight
20180707-IMG_1574__2,0.258386,91.706718,0.788914,0.182685,1.64198,32.46645,1691916.375,291730144,112,3,0,0,106,3,0,#NAME?,inf,1300.504761,25162.5,Maydis Leaf Blight
20180707-IMG_1574__3,0.465003,110.729202,0.818529,0.114689,1.208273,17.509552,819913.3125,138651328,114,6,0,1,90,17,0,inf,17313.5,1835.366699,17580.9707,Maydis Leaf Blight
20180707-IMG_1575__0,0.88374,7.7103,0.969772,0.021062,0.237064,1.710427,21235.82227,1752167.75,154,32,0,0,119,3,0,#NAME?,inf,1327.189087,13098.83301,Maydis Leaf Blight
20180707-IMG_1575__1,0.698032,28.2603,0.921172,0.060597,0.582433,6.316691,118796.1953,11985975,238,32,0,1,193,12,0,inf,62049,2206.974121,16601.75,Maydis Leaf Blight
20180707-IMG_1575__2,0.691243,39.445374,0.912191,0.062111,0.611523,7.108076,170568.1406,19527502,283,28,1,0,247,7,88.053574,0,inf,2093.611328,16989.28516,Maydis Leaf Blight
20180707-IMG_1575__3,0.705038,115.519302,0.891586,0.059091,0.506953,5.217949,183535.5,25570084,296,29,0,0,246,21,0,#NAME?,inf,2287.501953,23394.5,Maydis Leaf Blight
20180707-IMG_1576__0,0.738757,16.306564,0.923048,0.053207,0.508666,3.239105,29936.38867,2172302.75,238,22,0,1,204,11,0,inf,45787.5,1722.357788,14017.5,Maydis Leaf Blight
20180707-IMG_1576__1,0.542972,37.524433,0.854384,0.102319,0.917365,7.405896,90241.41406,7632737.5,219,20,0,0,180,19,0,#NAME?,inf,2064.797119,21998.07813,Maydis Leaf Blight
20180707-IMG_1576__2,0.712577,19.430178,0.915123,0.061551,0.568963,4.095449,44695.08203,3530096.5,208,19,0,0,179,10,0,#NAME?,inf,1691.452515,16044.7002,Maydis Leaf Blight
20180707-IMG_1576__3,0.613357,28.912796,0.884888,0.084328,0.774039,6.26781,79074.64844,6785434,208,14,0,0,174,20,0,#NAME?,inf,2276.991455,24437.90039,Maydis Leaf Blight
20180707-IMG_1577__0,0.625062,24.012281,0.897794,0.079101,0.722068,6.27664,75608.14844,6177334.5,232,28,0,0,194,10,0,#NAME?,inf,1792.724243,20796.40039,Maydis Leaf Blight
20180707-IMG_1577__1,0.748659,25.347017,0.920622,0.050803,0.523607,4.489665,75865.5,7442349,184,18,0,1,160,5,0,inf,30746.5,1854.446899,32992.60156,Maydis Leaf Blight
20180707-IMG_1577__2,0.286581,141.783127,0.737767,0.173179,1.643512,26.557934,1150034.125,184945008,74,5,0,0,63,6,0,#NAME?,inf,1960.952393,25381.58398,Maydis Leaf Blight
20180707-IMG_1577__3,0.538115,50.228504,0.85065,0.103394,0.946501,9.70577,180920.5313,18692482,213,18,1,0,178,16,10681.27734,0,inf,2003.707886,23273.125,Maydis Leaf Blight
20180707-IMG_1578__0,0.934805,3.986051,0.985231,0.01254,0.133267,1.116426,15849.21777,1372102.125,45,4,0,0,39,2,0,#NAME?,inf,2672.692383,11261.25,Gray Leaf Spot
20180707-IMG_1578__1,0.932579,4.253967,0.984578,0.013505,0.138276,1.167355,17263.46289,1529043.125,59,5,0,1,53,0,0,inf,16588,2378.358398,#NAME?,Gray Leaf Spot
20180707-IMG_1578__2,0.95957,2.325305,0.991513,0.00744,0.085738,0.700494,10157.75098,888819.75,28,5,0,1,22,0,0,inf,22934.5,2935.65918,#NAME?,Gray Leaf Spot
20180707-IMG_1578__3,0.936243,3.590445,0.985996,0.01266,0.131344,1.10478,15698.0918,1363685,45,8,0,1,35,1,0,inf,28713,2728.114258,13633,Gray Leaf Spot
20180707-IMG_1579__0,0.751306,4.882917,0.944705,0.050196,0.460533,2.263892,8977.731445,431467,122,8,0,1,106,7,0,inf,11734,1416.20752,16122.28613,Maydis Leaf Blight
20180707-IMG_1579__1,0.527117,14.39128,0.912705,0.092831,0.864161,8.492386,93756.35156,7406813.5,81,8,0,1,62,10,0,inf,14921,1809.338745,24781.25,Maydis Leaf Blight
20180707-IMG_1579__2,0.770877,4.63821,0.949252,0.043572,0.423144,2.087757,8518.351563,411293.3125,124,6,0,1,106,11,0,inf,8263,1634.0896,29737.9082,Maydis Leaf Blight
20180707-IMG_1579__3,0.405057,9.895446,0.852728,0.13591,1.110837,5.015701,15952.41016,717949,149,6,0,2,133,8,0,inf,5993.25,1148.139038,31820.6875,Maydis Leaf Blight
20180707-IMG_1580__0,0.954766,2.282753,0.987774,0.00885,0.099111,0.525886,4537.515137,314323.6563,85,12,0,1,72,0,0,inf,14506,1088.458374,#NAME?,Maydis Leaf Blight
20180707-IMG_1580__1,0.946894,2.003838,0.986906,0.009584,0.110596,0.581175,4041.470215,247978.8906,84,16,0,1,66,1,0,inf,20716,1175.052979,11230.5,Maydis Leaf Blight
20180707-IMG_1580__2,0.913285,5.030359,0.978633,0.015929,0.174952,1.270507,14384.09766,1120620,120,13,0,1,106,0,0,inf,17304,1597.193359,#NAME?,Maydis Leaf Blight
20180707-IMG_1580__3,0.926094,3.132424,0.982445,0.013116,0.150592,0.930077,8024.120117,547068.4375,103,16,0,0,86,1,0,#NAME?,inf,1478.697632,10942,Maydis Leaf Blight
20180707-IMG_1581__0,0.966679,2.12417,0.991882,0.006877,0.074755,0.562789,8393.674805,754705.8125,29,5,0,0,24,0,0,#NAME?,inf,2219.125,#NAME?,Gray Leaf Spot
20180707-IMG_1581__1,0.862705,11.207145,0.968287,0.026319,0.267392,2.804025,55888.05078,5758817.5,84,7,0,1,67,9,0,inf,23727.5,1762.873169,14983.55566,Gray Leaf Spot
20180707-IMG_1581__2,0.977448,1.165956,0.994584,0.004733,0.052382,0.350392,4438.168945,370155.125,21,6,0,0,15,0,0,#NAME?,inf,2124.733398,#NAME?,Gray Leaf Spot
20180707-IMG_1581__3,0.968388,1.779966,0.991578,0.006737,0.072231,0.451293,5294.755859,427716.3125,38,10,0,0,28,0,0,#NAME?,inf,1369.446411,#NAME?,Gray Leaf Spot
20180707-IMG_1582__0,0.961483,1.859161,0.992075,0.007258,0.082633,0.680137,10156.00488,907486.875,25,4,0,0,19,2,0,#NAME?,inf,2572,10679.25,Gray Leaf Spot
20180707-IMG_1582__1,0.72828,19.391083,0.952086,0.047586,0.484472,7.04934,177959.9375,20476402,97,9,0,0,77,11,0,#NAME?,inf,1131.480469,28015.27344,Gray Leaf Spot
20180707-IMG_1582__2,0.937112,3.730028,0.986459,0.01229,0.130385,1.174044,19238.43945,1798005.75,42,8,0,1,32,1,0,inf,18216.5,3306.5,12179.5,Gray Leaf Spot
20180707-IMG_1582__3,0.968619,1.462816,0.992636,0.006878,0.071437,0.486603,6192.70752,524459.875,19,0,0,0,18,1,#NAME?,#NAME?,#NAME?,3093.972168,12853,Gray Leaf Spot
20180707-IMG_1583__0,0.964217,1.641787,0.993404,0.005339,0.072724,0.582855,7224.442871,578886.5625,30,5,0,1,24,0,0,inf,7875,2141.1875,#NAME?,Gray Leaf Spot
20180707-IMG_1583__1,0.968142,1.378009,0.993632,0.004962,0.065589,0.46574,4979.16748,371093.4063,33,6,0,1,26,0,0,inf,7014,2241.807617,#NAME?,Gray Leaf Spot
20180707-IMG_1583__2,0.909926,4.246423,0.980516,0.017494,0.180066,1.455464,17832.77344,1452153.5,56,13,0,1,41,1,0,inf,35499.5,3615.780518,11781.5,Gray Leaf Spot
20180707-IMG_1583__3,0.92673,4.046272,0.983775,0.013332,0.147514,1.192836,15721.80664,1316060.75,70,12,0,1,56,1,0,inf,26473,1886.794678,12709,Gray Leaf Spot
